dialog_id,summary_piece,position_index
13680824,Tina suggests simulating a sickness but Gebrielle's convinced it won't work.,2
13680852,Isla has a problem with work.,0
13680852,Oscar is free at 7pm and will come to Isla and help her.,1
13680852,Isla will cook pasta.,2
13680853,He is 48 and he's worked for the company for nearly 20 years.,0
13680853,He is 75.,1
13680853,He's turning 50.,2
13680868,Liam's bored as he's been home for five weeks.,0
13680868,Amie's also bored because she has to work all the time and she'd like to have more time for herself.,1
13680868,She can't travel a lot for financial reasons and because Robert's not a great fan of travelling.,2
13680868,Liam's going to translate a Vietnamese letter for her.,3
13680879,"He can't do this, because Carmen hasn't returned it to him yet.",0
13680879,Hector has to return his book tomorrow.,1
13680879,"John gave his literature notes to Eric, and he also hasn't got it back.",2
13680886-1,They want to reactivate their hobbies.,0
13680886-1,Patricia will come over and listen to Joanne play the piano.,1
13680903,Bart didn't do well this semester because he didn't study much.,0
13680903,Adrian did well thanks to paying attention in class,1
13680904,"Tammy and Millie are surprised how Christmas shopping has changed over the past 10 years, although Ronnie does most of the shopping for Millie.",0
13680904,Ronnie wants to join.,1
13680904,It's winter.,2
13680904,It's snowing a lot.,3
13680904,"Millie has to drive a lot during Christmas, while Tammy stays in the city.",4
13680904,Tammy has to do it herself.,5
13680907-1,Joe believes Bran's request should be satisfied.,0
13680907-1,"Bran asked his boss for some free days, but he hasn't got any answer yet.",1
13680918,Diana and Tom went for a trip to Italy.,0
13680918,She saw Pisa and Florence but found them too touristy.,1
13680918,"They went also to Arezzo and Siena, but what she liked most were the little villages.",2
13680918,Tom rented a car and they drove around.,3
13680918,They went to Chianti.,4
13680918,Diana and Tom will come to Margaret for dinner on Monday.,5
13680932,Referred girl is interested and will speak with Oscar on her own.,0
13680932,Ethan suggests Oscar not pursue a long-distance relationship with a female who lives in Manchester.,1
13680951,Megan can't swim.,0
13680951,Phil will teach her at 7 on Thursday.,1
13680951,They were swimming in the pool.,2
13680951,They will meet at 7 pm on Thursday.,3
13680955,Tina and Steve are having pasta for dinner.,0
13680955,They'll do the shopping together.,1
13680955,They'll meet in the car park after Steve finishes work.,2
13680969,Betty and Phil are meeting at 6.30 to watch a thriller at the movies.,0
13680969,Betty has no plans for tonight just yet.,1
13680969,They will have dinner at Phil's afterwards.,2
13680975,Isabella likes to observe people around her as entertainment.,0
13680975,She will change her seat on the train because a lady sitting next to her is speaking about her sexual life.,1
13680975,Isabella accepts.,2
13681006,Angela and Emily try to cheer her up.,0
13681006,They will meet at the main entrance.,1
13681006,She has a friend to recommend.,2
13681006,Laura just moved and Angela wants her to meet with her Italian friend in York.,3
13681017,Jarod and Brandi want to go to the gym together.,0
13681052,Betty invited Nina to visit her on campus.,0
13681052,Nina suggests helping her dad another time.,1
13681052,Betty is worried her parents will not be happy about it.,2
13681052,Nina congratulated Betty on being accepted to photography studies.,3
13681066,Laurie is visiting for the weekend.,0
13681066,"Paula, Chris and Laurie will go to the Museum of chocholate on Sunday.",1
13681066,Paula will pick up Chris with her car.,2
13681080,Media are not to be trusted.,0
13681080,We live in difficult times.,1
13681080,The rest is not sure about it.,2
13681125,There is a storm and Karl and Skye's office is experiencing a power outage.,0
13681125,Karl is in the office and he's already filed a report to the power company.,1
13681125,Now Karl is following the official instructions to shut down the servers in order to prevent their damage.,2
13681150,Bea and Ann met at Cafe de Paris.,0
13681150,"Bea's son, Bastien, was invited for LG's birthday and he had a lot of fun.",1
13681163-1,Mari had a visit from her sister with the twins and they were misbehaving.,0
13681163-1,Mari's mother will take Ethan to the nursery tomorrow.,1
13681163-1,She's not ready to present her work to people.,2
13681163-1,"Following Mari's advice, Dave will stand up to his boss who has been a bully.",3
13681168,Brenda's car is broken.,0
13681168,"Chris will cover for her, but only until noon, because he gas a dentist appointment.",1
13681168,"Tory and Brenda prepared a dinner, they cooked all day.",2
13681168,They will be there in 2 minutes.,3
13681168,There is a new person starting this day and Chris should ask them to fill out the paperwork.,4
13681168,They are meeting on Saturday at 10 o'clock to seal the deal.,5
13681174,Toby proposed to Susan during their romantic weekend in a cosy hotel near the beach.,0
13681197,Anna and Luca will meet for coffee at Blueberries in Oxford Street at 4 pm.,0
13681197,Luca and Anna are going to see a light film of Luca's choice.,1
13681202,Aly's dad is not in good health.,0
13681202,"His radiation therapy isn't working, and Aly's mom is not able to cope with it.",1
13681202,Kat is going to pray for Aly's family tonight.,2
13681202,Al is visiting his parents-in-law.,3
13681202,Kris has problems with her new boy.,4
13681216-1,Mell had some problems with formatting the bibliography for her article.,0
13681217,Tom's going to visit Konrad.,0
13681217,"Konrad reveals to Tom that he and his 2 brothers are 16, they all like volleyball and computer games.",1
13681217,Konrad also likes learning foreign languages and dancing.,2
13681217,He played a lot fo StarCraft.,3
13681223,Larry and Sally's kid has been behaving strangely.,0
13681223,Larry is telling him off.,1
13681223,Sally will talk to Mick about it.,2
13681247,Tom would like to visit Eastern Europe.,0
13681247,"He's thinking about going to Poland and seeing some villages, forests, mountains, etc.",1
13681247,"Peter doesn't appreciate Polish people, so he recommends exploring the Baltic States instead.",2
13681247,They admire Tom Hanks.,3
13681286,The march has been peaceful so far.,0
13681286,Magda and Piotr are discussing a march in Poland.,1
13681286,Piotr and Magda are upset by the march.,2
13681286,Piotr has to go through the city centre where the march is taking place.,3
13681300,Doris' sister had a heart attack on Tuesday and is recovering in hospital after having 2 stents fitted.,0
13681300,"She's in Pietermaritzburg, with her husband and 3 children around.",1
13681300,Doris may stay with her and help once she's back home.,2
13681300,"Instead, she will stay at home and rest.",3
13681313,Greg and Sophie broke up in a dramatic way in front of their co-workers.,0
13681313,Now Greg wants to split a 180-dollar bill for a dinner they ate together.,1
13681324,Andy and Jane both liked the new film by Quentin Tarantino.,0
13681324,Jane is going out on a date and Andy will come over shortly to help her choose what to wear.,1
13681341,Luke will visit Andy to play the new Assassin's Creed.,0
13681370,"He cancelled the meeting, goes home and will be on email.",0
13681370,Jim has got a cold from his kids.,1
13681370,Andrea is joining them.,2
13681372,After work Ben will go to the gym and do the groceries requested by Jill.,0
13681381,Ellen will not join him for a walk because she vomited last night and prefers to stay in bed.,0
13681381,He wants to stay in Antwerp for Christmas.,1
13681381,Jim is in the Old Town and has had some mulled wine there.,2
13681381,Ellen and Jim are expecting a baby.,3
13681394-1,Caron and Rob will train the charity's volunteer drivers.,0
13681394-1,The charity will pay for the courses and it will attract more volunteers for the charity.,1
13681397,Steve ordered 3 pairs of XL trousers in 3 different colors.,0
13681397,They are packing.,1
13681397,Steve chose the cheapest door-to-door delivery and filled in the form on Andre's request.,2
13681397,Steve will receive the delivery within 7 days.,3
13681426,Jane helps Will find a place for the Christmas party that would satisfy his demanding boss.,0
13681467,Marie doesn't like him because his smile is weird.,0
13681467,Tawny claims that Marie's behaviour is stupid.,1
13681492,Martha left a rude note for Rufus so he talked to her face to face about it.,0
13681513,He is planning on sending them one of his stories.,0
13681513,Nikolas wants Celeste to send him a picture of her but she is resistant.,1
13681514,Lilyana shows him how to make candles out of oranges.,0
13681514,Electricity has been cut off for a while and Orion's sat in the dark.,1
13681517,"Doris is hiking in France and ejoying the freedoms of travelling in Europe, whereas Tress is home in ZA.",0
13681527,Cathy and Feyi are going to attend a dinner.,0
13681527,Cathy will possibly pay Feyi a visit later and borrow something to wear for the dinner.,1
13681553,A new female employee has been hired at the Marketing department.,0
13681553,Patrick finds her sexually attractive and intends to flirt with her.,1
13681561,Ann goes to new yoga classes.,0
13681561,They will probably try some aerobic exercises.,1
13681561,The next class is on Thursday at 6 pm.,2
13681561,Ann will lend her a mat as she has two.,3
13681564,Laura passed a maths exams mainly because Anette helped her to prepare to it.,0
13681568,"Sarah and Larry like to watch ""The Chase"".",0
13681568,"They have much appreciation for Bradley Walsh, who also featured in ""Coronation Street"".",1
13681568,"There is a rumour that Ann Hegarty will take part in ""I'm a Celebrity... Get me out of Here!"".",2
13681568,Larry and Sarah are impatient to watch it.,3
13681568,Jessica confirms it is worth watching.,4
13681578,Sid has a song stuck in his head and Casie discovers it is Super Girl.,0
